system:index,EVI,NDMI,NDVI,NDWI,SAVI,VH,VV,VV_VH_ratio,canal_priority_score,crop_type,field_id,growth_stage,latitude,longitude,moisture_stress,recommended_depth_mm,sar_available,stress_score,water_deficit_mm,.geo
1837,0.12592350296684907,-0.12572959065437317,0.1943381428718567,-0.30125442147254944,0.13243244918390157,-18.699730953271835,-10.56489214212565,0.5649756530455747,10.0,Unclassified,GEE-PIXEL-1837,Sowing/Planting,29.820563892332906,76.83803652506134,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.83803652506134,29.820563892332906]}"
1838,0.09908324450997141,-0.1786513328552246,0.12768758833408356,-0.19813519716262817,0.09133710280641344,-23.641170411441497,-13.23061706123504,0.5596430883335191,10.0,Unclassified,GEE-PIXEL-1838,Sowing/Planting,29.724664011320705,76.88913023427804,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.88913023427804,29.724664011320705]}"
1839,0.07972306201926224,-0.18744395673274994,0.09090912342071533,-0.1733541190624237,0.07156436391088838,-27.549012728962794,-15.013091744739498,0.5449593579778382,10.0,Unclassified,GEE-PIXEL-1839,Sowing/Planting,29.598272533883527,76.79920387020564,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.79920387020564,29.598272533883527]}"
1840,0.08223176775132082,-0.10582417249679565,0.10265877097845078,-0.19291016459465027,0.07750051339860317,-20.772374343245865,-11.557172063411187,0.5563722484878696,10.0,Unclassified,GEE-PIXEL-1840,Sowing/Planting,29.855458036348107,76.9076381762424,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.9076381762424,29.855458036348107]}"
1841,0.0734533632917778,-0.198501855134964,0.0955534502863884,-0.20656074583530426,0.0656696980334924,-22.7088955859369,-11.30579592965865,0.4978576075939897,10.0,Unclassified,GEE-PIXEL-1841,Sowing/Planting,29.641337263270856,76.81931280197156,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.81931280197156,29.641337263270856]}"
1842,0.12829141153329957,-0.1283172219991684,0.14005713164806366,-0.18606625497341156,0.10396037278676994,-22.153904918342548,-17.638429982492557,0.796177055182073,10.0,Unclassified,GEE-PIXEL-1842,Sowing/Planting,29.50379092635245,77.03341255505242,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.03341255505242,29.50379092635245]}"
1846,0.08021203025671117,-0.1513812243938446,0.10632320493459702,-0.1755101978778839,0.07346279693637912,-23.684482765867408,-11.591700096361876,0.48942173237951564,10.0,Unclassified,GEE-PIXEL-1846,Sowing/Planting,29.464043553668866,77.0592682235533,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.0592682235533,29.464043553668866]}"
1847,0.08329998312752245,-0.20879985392093658,0.13804543018341064,-0.26957017183303833,0.09098554766136141,-19.12563274536328,-9.912292001401104,0.5182726580419593,10.0,Unclassified,GEE-PIXEL-1847,Sowing/Planting,29.69926353765397,76.84435597663732,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.84435597663732,29.69926353765397]}"
1848,0.27565236201255905,-0.006888614501804113,0.4001130163669586,-0.4520426392555237,0.29553199009569975,-19.334060712607954,-11.523203102002668,0.5960053539344486,10.0,Unclassified,GEE-PIXEL-1848,Vegetative,29.6585214238964,76.80031098383682,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.80031098383682,29.6585214238964]}"
1850,0.04343054085129274,0.07088737934827805,0.08760128915309906,-0.15560969710350037,0.04628505599415576,-28.157679008459958,-15.26963266650422,0.5422901938830492,9.362013585865498,Unclassified,GEE-PIXEL-1850,Sowing/Planting,29.77468386490266,77.06278145495531,Severe Stress,46.4556310325861,1,0.929112620651722,37.16450482606888,"{""type"":""Point"",""coordinates"":[77.06278145495531,29.77468386490266]}"
1851,0.6649187072308301,0.26421859860420227,0.8068810701370239,-0.7204285264015198,0.6059632142116891,-16.069098761572217,-10.575364893009382,0.6581181501241099,7.62203261256218,Paddy (Rice),GEE-PIXEL-1851,Flowering,29.806099341225856,76.95108469051475,Severe Stress,36.78907006978989,1,0.7357814013957977,29.43125605583191,"{""type"":""Point"",""coordinates"":[76.95108469051475,29.806099341225856]}"
1852,0.2511370921421915,0.029251709580421448,0.42574676871299744,-0.4714815318584442,0.2614640664027882,-17.44784277682504,-8.455809198869932,0.48463353273304527,9.736734613776207,Unclassified,GEE-PIXEL-1852,Vegetative,29.47137941140787,77.10193966348474,Severe Stress,48.53741452097893,1,0.9707482904195786,38.82993161678314,"{""type"":""Point"",""coordinates"":[77.10193966348474,29.47137941140787]}"
1854,0.10263827550436155,-0.11420781165361404,0.1134805679321289,-0.16913235187530518,0.0872024898601756,-22.770364101387074,-12.020484105834107,0.5279004138981811,10.0,Unclassified,GEE-PIXEL-1854,Sowing/Planting,29.477088538763397,77.03698934713215,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.03698934713215,29.477088538763397]}"
1855,0.1385902177096053,-0.11558611690998077,0.1969263255596161,-0.30624350905418396,0.14697424897091627,-18.6432164162311,-9.874227804006518,0.5296418876010974,10.0,Unclassified,GEE-PIXEL-1855,Sowing/Planting,29.4813887493925,77.02686894222194,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.02686894222194,29.4813887493925]}"
1857,0.13378330736375166,-0.1289367526769638,0.15089160203933716,-0.20784594118595123,0.11577463511743374,-22.441325523190272,-11.595978224619682,0.5167243231404057,10.0,Unclassified,GEE-PIXEL-1857,Sowing/Planting,29.720283467177143,76.71921060782577,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.71921060782577,29.720283467177143]}"
1858,0.2857335537032215,0.11179742217063904,0.45788338780403137,-0.4884233772754669,0.29227942498227577,-16.011041949264904,-10.680900411686016,0.6670959399536354,8.993823200464249,Unclassified,GEE-PIXEL-1858,Vegetative,29.80658120835797,77.14238318741673,Severe Stress,44.41012889146805,1,0.888202577829361,35.52810311317444,"{""type"":""Point"",""coordinates"":[77.14238318741673,29.80658120835797]}"
1859,0.1314115443076369,-0.02638380043208599,0.17147791385650635,-0.21634678542613983,0.11572414604416484,-21.85465908987938,-11.635993435132594,0.5324262400847661,10.0,Unclassified,GEE-PIXEL-1859,Sowing/Planting,29.691189855598843,77.11210422921972,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.11210422921972,29.691189855598843]}"
1860,0.14878349400633065,-0.10938581079244614,0.18816065788269043,-0.2507500946521759,0.1372045029257427,-22.837989385544496,-11.743832135357447,0.514223579463365,10.0,Unclassified,GEE-PIXEL-1860,Sowing/Planting,29.86488701448123,76.87811993151179,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.87811993151179,29.86488701448123]}"
1861,0.09526283770271562,-0.16515329480171204,0.12164073437452316,-0.2204694151878357,0.09684684942944467,-22.008771148593254,-10.657261754385363,0.48422795469407676,10.0,Unclassified,GEE-PIXEL-1861,Sowing/Planting,29.49355641587828,76.7026940960215,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.7026940960215,29.49355641587828]}"
1862,0.4381634848147378,0.14930810034275055,0.5975702404975891,-0.5819548964500427,0.39565413238072666,-16.65330462446308,-10.389548434591603,0.623873116642739,8.656227096915245,Unclassified,GEE-PIXEL-1862,Flowering,29.917923795952824,76.93859957685619,Severe Stress,42.53459498286247,1,0.8506918996572495,34.02767598628998,"{""type"":""Point"",""coordinates"":[76.93859957685619,29.917923795952824]}"
1863,0.08786887022046998,-0.06363951414823532,0.12136682868003845,-0.16745039820671082,0.09185491773391018,-22.369892330288337,-13.09327151707171,0.5853077837416094,10.0,Unclassified,GEE-PIXEL-1863,Sowing/Planting,29.60031424171225,76.94899645524723,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.94899645524723,29.60031424171225]}"
1864,0.05538907623888971,-0.22159655392169952,0.08668875694274902,-0.2257547229528427,0.05953154510564717,-23.23069195274109,-10.3502213475704,0.4455408308184279,10.0,Unclassified,GEE-PIXEL-1864,Sowing/Planting,29.567622255429466,76.5215767160743,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.5215767160743,29.567622255429466]}"
1865,0.07782488235493812,-0.164230078458786,0.10951565206050873,-0.1967969387769699,0.07033258421835986,-22.780554330112164,-12.068187048688943,0.5297582931287614,10.0,Unclassified,GEE-PIXEL-1865,Sowing/Planting,29.784087225941626,76.73508673305103,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.73508673305103,29.784087225941626]}"
1866,0.0787635359958684,-0.15043577551841736,0.10614524781703949,-0.21583512425422668,0.07358002962279031,-19.929052562344353,-9.002826864832187,0.4517438693290801,10.0,Unclassified,GEE-PIXEL-1866,Sowing/Planting,29.83613001463098,77.06734574583196,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.06734574583196,29.83613001463098]}"
1867,0.04695785912882034,-0.216602623462677,0.062773697078228,-0.17287234961986542,0.04609492820150422,-21.653782432559026,-11.056965203896997,0.5106251413100319,10.0,Unclassified,GEE-PIXEL-1867,Sowing/Planting,29.486312728901577,76.61663793092235,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.61663793092235,29.486312728901577]}"
1868,0.12644873908949042,-0.11057034134864807,0.17108765244483948,-0.25086694955825806,0.11631913846067747,-19.710830676008463,-10.13174983136957,0.5140194501148618,10.0,Unclassified,GEE-PIXEL-1868,Sowing/Planting,29.74245304842668,76.94442622951053,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.94442622951053,29.74245304842668]}"
1869,0.051689969489615725,-0.14349563419818878,0.06981389224529266,-0.14915898442268372,0.04564430130376601,-21.530619657795892,-11.233119462844625,0.5217276679960746,10.0,Unclassified,GEE-PIXEL-1869,Sowing/Planting,29.821846003769185,76.95704440075866,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.95704440075866,29.821846003769185]}"
1870,0.05786660702458922,-0.1798960268497467,0.07139289379119873,-0.1391429901123047,0.047634897328170174,-20.557828896338926,-10.808019841996648,0.5257374415475777,10.0,Unclassified,GEE-PIXEL-1870,Sowing/Planting,29.647834118826914,76.73270943053616,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.73270943053616,29.647834118826914]}"
1871,0.11496746614617095,-0.12185846269130707,0.13722729682922363,-0.19306014478206635,0.09964190255569186,-25.396741945986278,-15.396467072275968,0.6062379068645514,10.0,Unclassified,GEE-PIXEL-1871,Sowing/Planting,29.877605128092316,76.76768682989497,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.76768682989497,29.877605128092316]}"
1872,0.07176947030549605,-0.17147323489189148,0.09630753099918365,-0.18954651057720184,0.070019857764136,-19.732927534428136,-10.492081912906933,0.5317043011639123,10.0,Unclassified,GEE-PIXEL-1872,Sowing/Planting,29.815864885064546,76.90433325042619,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.90433325042619,29.815864885064546]}"
1873,0.058379892504716355,-0.02853872999548912,0.12091617286205292,-0.09902716428041458,0.05628489770314772,-22.81622278586342,-18.503484856780094,0.8109793562860863,10.0,Unclassified,GEE-PIXEL-1873,Sowing/Planting,29.63389136584956,77.05179246204054,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.05179246204054,29.63389136584956]}"
1874,0.3941523753517406,0.01815825328230858,0.7023583650588989,-0.6777985692024231,0.44728968542502723,-14.373424093475224,-9.197811947454825,0.6399179852731216,9.836575720459223,Paddy (Rice),GEE-PIXEL-1874,Flowering,29.56414274057439,76.76544666784406,Severe Stress,49.09208733588457,1,0.9818417467176914,39.27366986870766,"{""type"":""Point"",""coordinates"":[76.76544666784406,29.56414274057439]}"
1876,0.08486908635551398,-0.1289946287870407,0.12679387629032135,-0.2100973129272461,0.08451174586605906,-15.94537461549459,-8.91872735083461,0.5593300957318441,10.0,Unclassified,GEE-PIXEL-1876,Sowing/Planting,29.466798000460706,77.0674893479604,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.0674893479604,29.466798000460706]}"
1877,0.08510504352866795,-0.11859441548585892,0.10587342828512192,-0.19392341375350952,0.08706915605941071,-23.566648214032753,-12.801659473514304,0.5432108928032648,10.0,Unclassified,GEE-PIXEL-1877,Sowing/Planting,29.783363200730825,76.75348120536349,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.75348120536349,29.783363200730825]}"
1879,0.26675233639192425,-0.04343053698539734,0.27413293719291687,-0.30552536249160767,0.22235546436357934,-17.855736432845482,-8.941088069572965,0.5007403981314544,10.0,Unclassified,GEE-PIXEL-1879,Vegetative,29.504008871113115,76.7423279160787,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.7423279160787,29.504008871113115]}"
1880,0.13442386439124376,-0.06837602704763412,0.1497831791639328,-0.17110811173915863,0.11522502737219739,-21.540783350874136,-12.123946392414567,0.5628368642758498,10.0,Unclassified,GEE-PIXEL-1880,Sowing/Planting,29.56165441223998,77.09474057272678,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.09474057272678,29.56165441223998]}"
1881,0.059578040308457404,-0.17391303181648254,0.08862084895372391,-0.16672615706920624,0.05752210833407876,-19.582307367136544,-10.771256858424106,0.5500504719148234,10.0,Unclassified,GEE-PIXEL-1881,Sowing/Planting,29.55513821662494,76.98894415226155,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.98894415226155,29.55513821662494]}"
1882,0.34216559957149884,0.10300517827272415,0.5077215433120728,-0.4691825211048126,0.34228754469268075,-16.75001603079282,-9.903419582674323,0.5912483997457982,9.072953395545483,Unclassified,GEE-PIXEL-1882,Vegetative,29.576062609053615,77.0841860732282,Severe Stress,44.84974108636379,1,0.8969948217272758,35.879792869091034,"{""type"":""Point"",""coordinates"":[77.0841860732282,29.576062609053615]}"
1883,0.4462821959393187,0.2322387993335724,0.6547300815582275,-0.5983479619026184,0.4203843497340397,-15.310988136996063,-9.096077886010344,0.594088271685071,7.9098508059978485,Paddy (Rice),GEE-PIXEL-1883,Flowering,29.790915620100307,77.12670564253361,Severe Stress,38.38806003332138,1,0.7677612006664276,30.710448026657104,"{""type"":""Point"",""coordinates"":[77.12670564253361,29.790915620100307]}"
1884,0.5256965131502097,0.1493455320596695,0.6131031513214111,-0.5421074628829956,0.43654129597033886,-15.207729486938273,-6.9413238838570015,0.45643396972919503,8.655890211462975,Unclassified,GEE-PIXEL-1884,Flowering,29.932291266862972,77.00741205018717,Severe Stress,42.532723397016525,1,0.8506544679403305,34.02617871761322,"{""type"":""Point"",""coordinates"":[77.00741205018717,29.932291266862972]}"
1885,0.07140714303090354,-0.1599649339914322,0.08428213000297546,-0.16742120683193207,0.06365553939715285,-24.62213532414105,-12.487948459479378,0.5071838328505677,10.0,Unclassified,GEE-PIXEL-1885,Sowing/Planting,29.75717330308182,76.92734900171641,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.92734900171641,29.75717330308182]}"
1886,0.05338056770476528,-0.21429510414600372,0.08246983587741852,-0.21299830079078674,0.05726867737069444,-18.102985622473522,-8.502942296281503,0.4696983659658931,10.0,Unclassified,GEE-PIXEL-1886,Sowing/Planting,29.465893792957655,76.53684855940207,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.53684855940207,29.465893792957655]}"
1887,0.503512042408106,0.18186070024967194,0.5604938268661499,-0.5029726624488831,0.41440164043950234,-14.487420639120923,-7.893461378608851,0.5448493641541134,8.363253697752953,Unclassified,GEE-PIXEL-1887,Flowering,29.950433846158337,77.16475955006482,Severe Stress,40.9069649875164,1,0.8181392997503281,32.72557199001312,"{""type"":""Point"",""coordinates"":[77.16475955006482,29.950433846158337]}"
1888,0.052180133849011635,-0.20926183462142944,0.06870588660240173,-0.15016460418701172,0.04735135564079592,-20.41676024257283,-9.361207145858474,0.4585060260855981,10.0,Unclassified,GEE-PIXEL-1888,Sowing/Planting,29.538750040680448,76.87806471189465,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.87806471189465,29.538750040680448]}"
1889,0.3033141343478881,0.0024655978195369244,0.4655115604400635,-0.5019353032112122,0.31394547572981685,-18.879386880348697,-10.586248835335027,0.5607305715571032,9.977809619624168,Unclassified,GEE-PIXEL-1889,Vegetative,29.942518793735214,76.78716709361495,Severe Stress,49.876720109023154,1,0.9975344021804631,39.90137608721852,"{""type"":""Point"",""coordinates"":[76.78716709361495,29.942518793735214]}"
1890,0.02633529828773893,-0.038653358817100525,0.0433017872273922,-0.09907342493534088,0.024132745298099265,-22.891236831649174,-12.49202615653778,0.545712177726396,10.0,Unclassified,GEE-PIXEL-1890,Sowing/Planting,29.592216121487763,76.91841432309305,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.91841432309305,29.592216121487763]}"
1891,0.13724407758074947,-0.023223064839839935,0.17026109993457794,-0.2303866744041443,0.12263303462836736,-22.774282712667343,-12.49145873526022,0.5484896908213932,10.0,Unclassified,GEE-PIXEL-1891,Sowing/Planting,29.7446550089435,76.95107883927254,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.95107883927254,29.7446550089435]}"
1892,0.05361010747012972,-0.11948863416910172,0.0768897607922554,-0.1450405716896057,0.05421347840851484,-25.707579287302217,-12.450910942909157,0.4843284265736946,10.0,Unclassified,GEE-PIXEL-1892,Sowing/Planting,29.74404190307613,76.72099941604641,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.72099941604641,29.74404190307613]}"
1894,0.09684027475245072,-0.12393682450056076,0.12295464426279068,-0.20267260074615479,0.09227129174192593,-20.096704521647183,-11.61228350477023,0.5778203122846515,10.0,Unclassified,GEE-PIXEL-1894,Sowing/Planting,29.87518012778099,76.91232985558023,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.91232985558023,29.87518012778099]}"
1895,0.12261400258259475,-0.08170425891876221,0.12646795809268951,-0.2338777631521225,0.0964546423565899,-21.86370880154886,-12.234580966461216,0.5595839954280079,10.0,Unclassified,GEE-PIXEL-1895,Sowing/Planting,29.532957012827307,76.51967754223433,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.51967754223433,29.532957012827307]}"
1896,0.4046864131486723,0.08036281913518906,0.5918871164321899,-0.606198251247406,0.43981521642778004,-17.376263491771326,-11.674346797220082,0.6718560336406386,9.276734627783298,Unclassified,GEE-PIXEL-1896,Flowering,29.670195165688344,76.72767392182347,Severe Stress,45.98185904324055,1,0.9196371808648109,36.78548723459244,"{""type"":""Point"",""coordinates"":[76.72767392182347,29.670195165688344]}"
1897,0.2424706329514206,0.12256087362766266,0.2930009365081787,-0.3097008168697357,0.22449250829925596,-17.572810650108288,-9.11501755988843,0.5187000679673476,8.896952137351036,Unclassified,GEE-PIXEL-1897,Vegetative,29.52328937854058,77.02609332758388,Severe Stress,43.87195631861687,1,0.8774391263723373,35.097565054893494,"{""type"":""Point"",""coordinates"":[77.02609332758388,29.52328937854058]}"
1898,0.22610106835044771,-0.10507915914058685,0.42823806405067444,-0.4606205224990845,0.2612719580292917,-18.743609552170046,-10.878473523048076,0.5803830939367659,10.0,Unclassified,GEE-PIXEL-1898,Vegetative,29.898080493082894,76.73311488861937,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.73311488861937,29.898080493082894]}"
1899,0.24193077653767248,0.00436095567420125,0.32290855050086975,-0.35597825050354004,0.23532935328574023,-19.526889074685165,-12.099077553688385,0.6196111488636912,9.960751398932189,Unclassified,GEE-PIXEL-1899,Vegetative,29.94268593134013,77.1255682844995,Severe Stress,49.78195221628994,1,0.9956390443257987,39.82556177303195,"{""type"":""Point"",""coordinates"":[77.1255682844995,29.94268593134013]}"
1900,0.06826770086460637,-0.12016112357378006,0.09909161180257797,-0.20129244029521942,0.06779577525327168,-21.342972993699,-11.71772288958442,0.5490202064194152,10.0,Unclassified,GEE-PIXEL-1900,Sowing/Planting,29.704994510787316,77.12367942192184,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.12367942192184,29.704994510787316]}"
1901,0.07385028812804498,-0.14858610928058624,0.08661416918039322,-0.2032986581325531,0.07137707194762956,-25.90221882977699,-15.486189024093726,0.5978711601402302,10.0,Unclassified,GEE-PIXEL-1901,Sowing/Planting,29.880819352139838,76.7305130239798,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.7305130239798,29.880819352139838]}"
1902,0.4080073260451631,0.16522786021232605,0.5823336839675903,-0.5539491176605225,0.36963543366874757,-17.150482058748835,-9.323596119472374,0.5436346705106679,8.512949258089066,Unclassified,GEE-PIXEL-1902,Flowering,29.84279163901037,77.07507408247083,Severe Stress,41.7386069893837,1,0.834772139787674,33.39088559150696,"{""type"":""Point"",""coordinates"":[77.07507408247083,29.84279163901037]}"
1903,0.08682140127111929,-0.18444401025772095,0.10035662353038788,-0.15950068831443787,0.07591009058673634,-17.75758734636472,-9.706430434254116,0.5466075312786632,10.0,Unclassified,GEE-PIXEL-1903,Sowing/Planting,29.676498256176682,76.84999333318956,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.84999333318956,29.676498256176682]}"
1904,0.017159373702971093,0.01920320838689804,0.029233016073703766,-0.13697747886180878,0.017918404166163793,-21.018409958060236,-12.783146738510538,0.6081881251819682,9.827171124517918,Unclassified,GEE-PIXEL-1904,Sowing/Planting,29.735845426991073,77.09205339759319,Severe Stress,49.0398395806551,1,0.980796791613102,39.23187166452408,"{""type"":""Point"",""coordinates"":[77.09205339759319,29.735845426991073]}"
1905,0.43559476830163557,0.19158361852169037,0.5654704570770264,-0.5247992277145386,0.3833844998658177,-12.44175925575043,-7.787356956217321,0.6259048597587161,8.275747433304787,Unclassified,GEE-PIXEL-1905,Flowering,29.96590655329553,77.12916102586735,Severe Stress,40.42081907391548,1,0.8084163814783096,32.336655259132385,"{""type"":""Point"",""coordinates"":[77.12916102586735,29.96590655329553]}"
1906,0.05391665168244286,-0.11135480552911758,0.08311823755502701,-0.15208850800991058,0.05063544619178302,-24.246224684307162,-14.413699394801313,0.5944719302466167,10.0,Unclassified,GEE-PIXEL-1906,Sowing/Planting,29.82677405535475,77.04725521326446,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.04725521326446,29.82677405535475]}"
1907,0.3457766842539832,-0.018468057736754417,0.4679177701473236,-0.48365744948387146,0.3237222902229796,-26.180391915247053,-14.765995873103456,0.5640097552746614,10.0,Unclassified,GEE-PIXEL-1907,Vegetative,29.66565651144527,76.82376021353848,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.82376021353848,29.66565651144527]}"
1908,0.07036491162403002,-0.21068796515464783,0.09129510819911957,-0.16632629930973053,0.06642636101658575,-23.309961813770276,-9.7495167169984,0.41825538853925953,10.0,Unclassified,GEE-PIXEL-1908,Sowing/Planting,29.57291659258576,76.63099610640157,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.63099610640157,29.57291659258576]}"
1909,0.0612013512583873,-0.14767023921012878,0.10501860082149506,-0.22775602340698242,0.0728718914786739,-17.830079248382276,-9.576886903980238,0.5371197350100889,10.0,Unclassified,GEE-PIXEL-1909,Sowing/Planting,29.828753653914575,77.00711203634758,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.00711203634758,29.828753653914575]}"
1910,0.11774152614572711,-0.09679541736841202,0.17322051525115967,-0.2450398951768875,0.11275015457353454,-19.877645848145185,-9.904401980105476,0.498268384195911,10.0,Unclassified,GEE-PIXEL-1910,Sowing/Planting,29.531123393971278,76.96039094607404,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.96039094607404,29.531123393971278]}"
1911,0.12913714891285855,-0.12239538878202438,0.14136965572834015,-0.22099721431732178,0.11365915192527301,-22.21385135708607,-11.239686483615364,0.5059765102824679,10.0,Unclassified,GEE-PIXEL-1911,Sowing/Planting,29.5068116749317,76.52868783380964,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.52868783380964,29.5068116749317]}"
1912,0.05644359494439666,-0.16946563124656677,0.05367795377969742,-0.14325745403766632,0.04562788772146123,-24.668268981748614,-12.083698026448982,0.48984784969051676,10.0,Unclassified,GEE-PIXEL-1912,Sowing/Planting,29.557634773727965,76.76316222174886,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.76316222174886,29.557634773727965]}"
1913,0.051483376485453466,-0.1980247050523758,0.043154291808605194,-0.13884992897510529,0.036444669404545584,-26.77939792581677,-14.061665074074199,0.5250926715425023,10.0,Unclassified,GEE-PIXEL-1913,Sowing/Planting,29.5859228992225,76.8520209180069,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.8520209180069,29.5859228992225]}"
1914,0.01889848630669402,-0.1297265887260437,0.037300173193216324,-0.09363295137882233,0.020153548887449555,-26.215616049282303,-12.929328058414466,0.4931918642423165,10.0,Unclassified,GEE-PIXEL-1914,Sowing/Planting,29.58729921152882,77.0475964323561,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.0475964323561,29.58729921152882]}"
1915,0.18245114606868928,-0.07035136222839355,0.21317309141159058,-0.2816021740436554,0.16811189367709095,-19.146009898929936,-9.425847966028439,0.49231398647032104,10.0,Unclassified,GEE-PIXEL-1915,Sowing/Planting,29.50454882739054,76.66532129183219,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.66532129183219,29.50454882739054]}"
1916,0.0651150772838849,-0.2132701426744461,0.0803949162364006,-0.20991253852844238,0.06328320571905821,-25.64387983088432,-14.22558589849345,0.5547361221096085,10.0,Unclassified,GEE-PIXEL-1916,Sowing/Planting,29.879711637998927,76.79391484510543,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.79391484510543,29.879711637998927]}"
1917,0.17626208845847124,-0.12389379739761353,0.2366681694984436,-0.2737176716327667,0.16890335625296884,-20.72422663134027,-10.938284574442271,0.5278018474138219,10.0,Unclassified,GEE-PIXEL-1917,Sowing/Planting,29.600811844332778,76.81213508395896,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.81213508395896,29.600811844332778]}"
1918,0.05903767627185321,-0.2167588770389557,0.08450090140104294,-0.21065494418144226,0.060514233965144326,-22.224377474936322,-10.712304934130382,0.4820069956163337,10.0,Unclassified,GEE-PIXEL-1918,Sowing/Planting,29.584822960701803,76.57572099731526,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.57572099731526,29.584822960701803]}"
1919,0.05951037636874888,-0.15417145192623138,0.07470598071813583,-0.1882784068584442,0.061293833911175793,-23.206280741231772,-11.504696774174253,0.4957579113266172,10.0,Unclassified,GEE-PIXEL-1919,Sowing/Planting,29.58908895933946,76.55001105044978,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.55001105044978,29.58908895933946]}"
